"party_name","federal_contribution","riding.name","riding.id","year","total_contributions","total_contributions.over_200","total_contributions.200_or_less","total_contributions.20_or_less","n_contributors","n_contributors.over_200","n_contributors.200_or_less","n_contributors.20_or_less"
"Bloc Québécois",FALSE,"Montcalm",24043,"2008",2632400,1460500,1171900,0,204,41,163,0
"Bloc Québécois",FALSE,"Abitibi—Baie-James—Nunavik—Eeyou",24046,"2008",1971800,1237000,734800,0,111,25,86,0
"Bloc Québécois",FALSE,"Québec",24052,"2008",1059000,438500,620500,0,121,12,109,0
"Bloc Québécois",FALSE,"Repentigny",24053,"2008",1269000,802500,466500,0,92,19,73,0
"Bloc Québécois",FALSE,"Bas-Richelieu—Nicolet—Bécancour",24054,"2008",4188500,2110500,2078000,0,484,50,434,0
"Bloc Québécois",FALSE,"Richmond—Arthabaska",24055,"2008",312500,178500,134000,0,24,3,21,0
"Bloc Québécois",FALSE,"Rimouski-Neigette—Témiscouata—Les Basques",24056,"2008",719315,376500,342815,0,76,9,67,0
"Bloc Québécois",FALSE,"Rivière-des-Mille-Îles",24057,"2008",3748468,3314081,434387,0,127,56,71,0
"Bloc Québécois",FALSE,"Montmagny—L'Islet—Kamouraska—Rivière-du-Loup",24058,"2008",2137600,1054500,1083100,0,203,22,181,0
"Bloc Québécois",FALSE,"Rivière-du-Nord",24059,"2008",1628600,896800,731800,0,120,21,99,0
"Bloc Québécois",FALSE,"Roberval—Lac-Saint-Jean",24060,"2008",1609000,1350500,258500,0,55,28,27,0
"Bloc Québécois",FALSE,"Rosemont—La Petite-Patrie",24061,"2008",1165499,514500,650999,0,117,117,0,0
"Bloc Québécois",FALSE,"Saint-Bruno—Saint-Hubert",24062,"2008",1833322,1172788,660534,0,118,28,90,0
"Bloc Québécois",FALSE,"Saint-Hyacinthe—Bagot",24063,"2008",2130880,1845309,285570,0,156,49,107,0
"Bloc Québécois",FALSE,"Saint-Jean",24064,"2008",930000,552500,377500,0,73,15,58,0
"Bloc Québécois",FALSE,"Saint-Lambert",24065,"2008",460100,395000,65100,0,14,6,8,0
"Bloc Québécois",FALSE,"Saint-Maurice—Champlain",24068,"2008",688000,387000,301000,0,57,10,47,0
"Bloc Québécois",FALSE,"Shefford",24069,"2008",2126500,1875500,251000,0,88,43,45,0
"Bloc Québécois",FALSE,"Sherbrooke",24070,"2008",725000,504000,221000,0,40,10,30,0
"Bloc Québécois",FALSE,"Terrebonne—Blainville",24071,"2008",2396144,2024000,372144,0,116,35,81,0
"Bloc Québécois",FALSE,"Trois-Rivières",24072,"2008",2174500,740000,1434500,0,180,16,164,0
"Bloc Québécois",FALSE,"Vaudreuil-Soulanges",24073,"2008",1662950,1432500,230450,0,69,28,41,0
"Bloc Québécois",FALSE,"Verchères—Les Patriotes",24074,"2008",619500,267000,352500,0,92,7,85,0
"Bloc Québécois",FALSE,"Abitibi—Témiscamingue",24001,"2009",4161700,3336800,824900,0,207,76,131,0
"Bloc Québécois",FALSE,"Ahuntsic",24002,"2009",990000,320000,670000,0,51,6,45,0
"Bloc Québécois",FALSE,"Alfred-Pellan",24003,"2009",1166700,300700,866000,0,130,8,122,0
"Bloc Québécois",FALSE,"Argenteuil—Papineau—Mirabel",24004,"2009",1662100,684900,977200,0,441,14,427,0
"Bloc Québécois",FALSE,"Beauharnois—Salaberry",24006,"2009",1856041,957000,883700,15341,192,25,127,40
"Bloc Québécois",FALSE,"Berthier—Maskinongé",24008,"2009",1595500,724000,871500,0,108,18,90,0
"Bloc Québécois",FALSE,"Brome—Missisquoi",24010,"2009",1938100,904600,1033500,0,169,25,144,0
"Bloc Québécois",FALSE,"Chambly—Borduas",24012,"2009",2347500,1141000,1206500,0,176,28,148,0
"Bloc Québécois",FALSE,"Charlesbourg—Haute-Saint-Charles",24013,"2009",975700,244000,731700,0,355,8,347,0
"Bloc Québécois",FALSE,"Montmorency—Charlevoix—Haute-Côte-Nord",24014,"2009",1526250,486300,1039950,0,182,14,168,0
"Bloc Québécois",FALSE,"Châteauguay—Saint-Constant",24015,"2009",2479000,1160400,1318600,0,165,36,129,0
"Bloc Québécois",FALSE,"Chicoutimi—Le Fjord",24016,"2009",2404500,1307500,1097000,0,134,34,100,0
"Bloc Québécois",FALSE,"Compton—Stanstead",24017,"2009",1442000,859000,583000,0,108,22,86,0
"Bloc Québécois",FALSE,"Drummond",24018,"2009",1150500,1040000,110500,0,37,21,16,0
"Bloc Québécois",FALSE,"Gaspésie—Îles-de-la-Madeleine",24019,"2009",1532000,1460000,72000,0,26,14,12,0
"Bloc Québécois",FALSE,"Gatineau",24020,"2009",2069000,1239000,830000,0,104,32,72,0
"Bloc Québécois",FALSE,"Hochelaga",24021,"2009",925000,6e+05,325000,0,68,13,55,0
"Bloc Québécois",FALSE,"Hull—Aylmer",24023,"2009",846000,422000,424000,0,47,9,38,0
"Bloc Québécois",FALSE,"Jeanne-Le Ber",24024,"2009",704500,600500,104000,0,23,14,9,0
"Bloc Québécois",FALSE,"Joliette",24025,"2009",1406400,1128600,277800,0,128,28,100,0
"Bloc Québécois",FALSE,"La Pointe-de-l'Île",24028,"2009",373500,246500,127000,0,37,5,32,0
"Bloc Québécois",FALSE,"Laurentides—Labelle",24030,"2009",1209000,529000,680000,0,121,9,112,0
"Bloc Québécois",FALSE,"Laurier—Sainte-Marie",24031,"2009",1890400,776500,1113900,0,137,18,119,0
"Bloc Québécois",FALSE,"Laval",24032,"2009",1380800,778500,602300,0,109,21,88,0
"Bloc Québécois",FALSE,"Longueuil—Pierre-Boucher",24035,"2009",1093700,510200,583500,0,139,13,126,0
"Bloc Québécois",FALSE,"Louis-Hébert",24037,"2009",274200,242000,32200,0,19,5,14,0
"Bloc Québécois",FALSE,"Louis-Saint-Laurent",24038,"2009",582000,310000,272000,0,59,8,51,0
"Bloc Québécois",FALSE,"Manicouagan",24039,"2009",1436000,1148000,288000,0,65,15,50,0
"Bloc Québécois",FALSE,"Marc-Aurèle-Fortin",24040,"2009",2470500,2208000,262500,0,89,34,55,0
"Bloc Québécois",FALSE,"Haute-Gaspésie—La Mitis—Matane—Matapédia",24041,"2009",590000,4e+05,190000,0,54,8,46,0
"Bloc Québécois",FALSE,"Mégantic—L'Érable",24042,"2009",1540500,968500,572000,0,636,24,612,0
"Bloc Québécois",FALSE,"Montcalm",24043,"2009",3839000,2036000,1803000,0,238,57,181,0
"Bloc Québécois",FALSE,"Abitibi—Baie-James—Nunavik—Eeyou",24046,"2009",1543000,1160000,383000,0,75,20,55,0
"Bloc Québécois",FALSE,"Québec",24052,"2009",598000,299500,298500,0,78,6,72,0
"Bloc Québécois",FALSE,"Repentigny",24053,"2009",1162873,432000,718000,12872,166,10,104,52
"Bloc Québécois",FALSE,"Bas-Richelieu—Nicolet—Bécancour",24054,"2009",3874700,2317500,1557200,0,393,54,339,0
"Bloc Québécois",FALSE,"Richmond—Arthabaska",24055,"2009",1908000,952500,955500,0,135,32,103,0
"Bloc Québécois",FALSE,"Rimouski-Neigette—Témiscouata—Les Basques",24056,"2009",1568000,626000,788000,154000,217,13,127,77
"Bloc Québécois",FALSE,"Rivière-des-Mille-Îles",24057,"2009",939000,806000,133000,0,37,16,21,0
"Bloc Québécois",FALSE,"Montmagny—L'Islet—Kamouraska—Rivière-du-Loup",24058,"2009",483500,430000,53500,0,18,11,7,0
"Bloc Québécois",FALSE,"Rivière-du-Nord",24059,"2009",1545600,827300,718300,0,124,21,103,0
"Bloc Québécois",FALSE,"Roberval—Lac-Saint-Jean",24060,"2009",691700,540000,151700,0,43,14,29,0
"Bloc Québécois",FALSE,"Rosemont—La Petite-Patrie",24061,"2009",539200,309000,230200,0,0,0,0,0
"Bloc Québécois",FALSE,"Saint-Bruno—Saint-Hubert",24062,"2009",1520000,762000,758000,0,105,15,90,0
"Bloc Québécois",FALSE,"Saint-Hyacinthe—Bagot",24063,"2009",1790000,1460500,329500,0,181,43,138,0
"Bloc Québécois",FALSE,"Saint-Jean",24064,"2009",1499500,564000,935500,0,109,13,96,0
"Bloc Québécois",FALSE,"Saint-Lambert",24065,"2009",154500,65000,89500,0,23,2,21,0
"Bloc Québécois",FALSE,"Saint-Maurice—Champlain",24068,"2009",1382000,540500,841500,0,91,14,77,0
"Bloc Québécois",FALSE,"Shefford",24069,"2009",1751000,1520000,231000,0,87,38,49,0
"Bloc Québécois",FALSE,"Sherbrooke",24070,"2009",1395000,440500,954500,0,126,9,117,0
"Bloc Québécois",FALSE,"Terrebonne—Blainville",24071,"2009",3067500,1597500,1470000,0,327,29,298,0
"Bloc Québécois",FALSE,"Trois-Rivières",24072,"2009",1548500,167500,1381000,0,162,6,156,0
"Bloc Québécois",FALSE,"Vaudreuil-Soulanges",24073,"2009",220200,36000,145000,39200,62,1,13,48
"Bloc Québécois",FALSE,"Verchères—Les Patriotes",24074,"2009",1278000,564500,713500,0,154,13,141,0
"Bloc Québécois",FALSE,"Abitibi—Témiscamingue",24001,"2010",3179200,2193200,986000,0,189,56,133,0
"Bloc Québécois",FALSE,"Alfred-Pellan",24003,"2010",1383700,270500,1109200,4000,197,9,144,44
"Bloc Québécois",FALSE,"Argenteuil—Papineau—Mirabel",24004,"2010",1707600,762600,935000,10000,458,16,432,10
"Bloc Québécois",FALSE,"Beauharnois—Salaberry",24006,"2010",2111600,741000,1370600,0,201,18,183,0
"Bloc Québécois",FALSE,"Berthier—Maskinongé",24008,"2010",1478500,821500,657000,0,123,25,98,0
"Bloc Québécois",FALSE,"Brome—Missisquoi",24010,"2010",1975000,1641500,333500,0,110,41,69,0
"Bloc Québécois",FALSE,"Chambly—Borduas",24012,"2010",2578000,1299500,1278500,0,152,32,120,0
"Bloc Québécois",FALSE,"Charlesbourg—Haute-Saint-Charles",24013,"2010",1098000,221000,877000,0,328,7,321,0
"Bloc Québécois",FALSE,"Montmorency—Charlevoix—Haute-Côte-Nord",24014,"2010",1726100,538825,1187275,0,176,17,159,0
"Bloc Québécois",FALSE,"Châteauguay—Saint-Constant",24015,"2010",2585500,1594500,991000,0,154,44,110,0
"Bloc Québécois",FALSE,"Chicoutimi—Le Fjord",24016,"2010",2110500,1137000,973500,0,117,30,87,0
"Bloc Québécois",FALSE,"Compton—Stanstead",24017,"2010",1341000,959500,372500,9000,76,24,46,6
"Bloc Québécois",FALSE,"Drummond",24018,"2010",1581500,1423500,158000,0,47,27,20,0
"Bloc Québécois",FALSE,"Gaspésie—Îles-de-la-Madeleine",24019,"2010",1311000,1212500,98500,0,27,13,14,0
"Bloc Québécois",FALSE,"Gatineau",24020,"2010",2261500,1398000,863500,0,109,34,75,0
"Bloc Québécois",FALSE,"Hochelaga",24021,"2010",1055500,625500,430000,0,124,16,108,0
"Bloc Québécois",FALSE,"Hull—Aylmer",24023,"2010",382500,160000,222500,0,19,4,15,0
"Bloc Québécois",FALSE,"Jeanne-Le Ber",24024,"2010",542000,335500,206500,0,37,9,28,0
"Bloc Québécois",FALSE,"Joliette",24025,"2010",1291300,878000,413300,0,128,20,108,0
"Bloc Québécois",FALSE,"La Pointe-de-l'Île",24028,"2010",902001,324501,577500,0,75,7,68,0
"Bloc Québécois",FALSE,"Laurentides—Labelle",24030,"2010",911600,377200,534400,0,110,11,99,0
"Bloc Québécois",FALSE,"Laurier—Sainte-Marie",24031,"2010",909900,310000,599900,0,109,5,104,0
"Bloc Québécois",FALSE,"Laval",24032,"2010",1019500,530500,489000,0,94,17,77,0
"Bloc Québécois",FALSE,"Longueuil—Pierre-Boucher",24035,"2010",373500,240000,133500,0,29,7,22,0
"Bloc Québécois",FALSE,"Louis-Hébert",24037,"2010",1283215,377000,906215,0,74,9,65,0
"Bloc Québécois",FALSE,"Louis-Saint-Laurent",24038,"2010",462500,210000,252500,0,66,6,60,0
"Bloc Québécois",FALSE,"Manicouagan",24039,"2010",1489600,942100,547500,0,106,16,90,0
"Bloc Québécois",FALSE,"Marc-Aurèle-Fortin",24040,"2010",1165500,1027500,139000,0,55,20,35,0
"Bloc Québécois",FALSE,"Haute-Gaspésie—La Mitis—Matane—Matapédia",24041,"2010",784300,590000,194300,0,59,10,49,0
"Bloc Québécois",FALSE,"Mégantic—L'Érable",24042,"2010",780500,608000,172500,0,82,16,66,0
"Bloc Québécois",FALSE,"Montcalm",24043,"2010",3655500,2022500,1633000,0,238,57,181,0
"Bloc Québécois",FALSE,"Abitibi—Baie-James—Nunavik—Eeyou",24046,"2010",979500,578000,401000,500,99,13,85,1
"Bloc Québécois",FALSE,"Québec",24052,"2010",373500,180000,193500,0,40,6,34,0
"Bloc Québécois",FALSE,"Repentigny",24053,"2010",2728000,1282500,1445500,0,217,31,186,0
"Bloc Québécois",FALSE,"Bas-Richelieu—Nicolet—Bécancour",24054,"2010",4175000,2359000,1816000,0,450,56,394,0
"Bloc Québécois",FALSE,"Richmond—Arthabaska",24055,"2010",1666000,649600,1016400,0,140,26,114,0
"Bloc Québécois",FALSE,"Rimouski-Neigette—Témiscouata—Les Basques",24056,"2010",1693500,513000,843000,337500,272,0,103,169
"Bloc Québécois",FALSE,"Rivière-des-Mille-Îles",24057,"2010",581474,397664,183810,0,79,10,69,0
"Bloc Québécois",FALSE,"Rivière-du-Nord",24059,"2010",1781000,939575,841425,0,131,24,107,0
"Bloc Québécois",FALSE,"Roberval—Lac-Saint-Jean",24060,"2010",896500,650000,246500,0,47,17,30,0
"Bloc Québécois",FALSE,"Rosemont—La Petite-Patrie",24061,"2010",881999,219500,662499,0,129,5,124,0
"Bloc Québécois",FALSE,"Saint-Bruno—Saint-Hubert",24062,"2010",1115500,532000,583500,0,91,11,80,0
"Bloc Québécois",FALSE,"Saint-Hyacinthe—Bagot",24063,"2010",1652500,1284500,368000,0,114,37,77,0
"Bloc Québécois",FALSE,"Saint-Jean",24064,"2010",1088500,379500,709000,0,82,8,74,0
"Bloc Québécois",FALSE,"Saint-Lambert",24065,"2010",263500,126000,137500,0,37,4,33,0
"Bloc Québécois",FALSE,"Saint-Maurice—Champlain",24068,"2010",1329500,435500,894000,0,103,11,92,0
"Bloc Québécois",FALSE,"Shefford",24069,"2010",1756000,1520000,236000,0,95,38,57,0
"Bloc Québécois",FALSE,"Sherbrooke",24070,"2010",1721000,725500,995500,0,126,19,107,0
"Bloc Québécois",FALSE,"Terrebonne—Blainville",24071,"2010",1725300,696301,1029000,0,247,14,233,0
"Bloc Québécois",FALSE,"Trois-Rivières",24072,"2010",1214900,114400,1100500,0,131,4,127,0
"Bloc Québécois",FALSE,"Verchères—Les Patriotes",24074,"2010",1007000,274000,733000,0,201,6,195,0
"Bloc Québécois",FALSE,"Abitibi—Témiscamingue",24001,"2011",729000,675000,54000,0,32,16,16,0
"Bloc Québécois",FALSE,"Ahuntsic",24002,"2011",40000,40000,0,0,2,2,0,0
"Bloc Québécois",FALSE,"Alfred-Pellan",24003,"2011",674500,270000,404500,0,65,7,58,0
"Bloc Québécois",FALSE,"Argenteuil—Papineau—Mirabel",24004,"2011",1209000,803500,405500,0,137,16,121,0
"Bloc Québécois",FALSE,"Beauharnois—Salaberry",24006,"2011",370500,105000,265500,0,48,3,45,0
"Bloc Québécois",FALSE,"Berthier—Maskinongé",24008,"2011",246700,155700,91000,0,24,4,20,0
"Bloc Québécois",FALSE,"Brome—Missisquoi",24010,"2011",1415500,1334500,81000,0,58,35,23,0
"Bloc Québécois",FALSE,"Chambly—Borduas",24012,"2011",884500,759500,125000,0,37,15,22,0
"Bloc Québécois",FALSE,"Charlesbourg—Haute-Saint-Charles",24013,"2011",1063568,393356,670212,0,156,10,146,0
"Bloc Québécois",FALSE,"Montmorency—Charlevoix—Haute-Côte-Nord",24014,"2011",327300,185000,142300,0,18,4,14,0
"Bloc Québécois",FALSE,"Châteauguay—Saint-Constant",24015,"2011",842500,480000,362500,0,48,13,35,0
"Bloc Québécois",FALSE,"Chicoutimi—Le Fjord",24016,"2011",1334000,685000,649000,0,79,17,62,0
"Bloc Québécois",FALSE,"Compton—Stanstead",24017,"2011",1592500,1185500,407000,0,87,30,57,0
"Bloc Québécois",FALSE,"Drummond",24018,"2011",1495500,1412500,83000,0,37,23,14,0
"Bloc Québécois",FALSE,"Gaspésie—Îles-de-la-Madeleine",24019,"2011",422500,4e+05,22500,0,9,4,5,0
"Bloc Québécois",FALSE,"Gatineau",24020,"2011",1295000,1e+06,295000,0,47,17,30,0
"Bloc Québécois",FALSE,"Hochelaga",24021,"2011",1283400,805000,478400,0,57,18,39,0
"Bloc Québécois",FALSE,"Hull—Aylmer",24023,"2011",1141500,825000,316500,0,44,18,26,0
"Bloc Québécois",FALSE,"Jeanne-Le Ber",24024,"2011",1277475,1008750,268725,0,59,21,38,0
"Bloc Québécois",FALSE,"Joliette",24025,"2011",1278400,947000,331400,0,57,16,41,0
"Bloc Québécois",FALSE,"La Pointe-de-l'Île",24028,"2011",670490,450000,220200,290,146,7,39,100
"Bloc Québécois",FALSE,"Laurentides—Labelle",24030,"2011",1732000,1536000,196000,0,64,28,36,0
"Bloc Québécois",FALSE,"Laurier—Sainte-Marie",24031,"2011",569260,278000,284500,6759,74,5,61,8
"Bloc Québécois",FALSE,"Laval",24032,"2011",435500,245000,190500,0,41,6,35,0
"Bloc Québécois",FALSE,"Longueuil—Pierre-Boucher",24035,"2011",773200,540000,233200,0,49,12,37,0
"Bloc Québécois",FALSE,"Louis-Saint-Laurent",24038,"2011",769500,390000,379500,0,43,10,33,0
"Bloc Québécois",FALSE,"Manicouagan",24039,"2011",694000,625500,68500,0,17,8,9,0
"Bloc Québécois",FALSE,"Marc-Aurèle-Fortin",24040,"2011",174500,110000,64500,0,16,1,15,0
"Bloc Québécois",FALSE,"Haute-Gaspésie—La Mitis—Matane—Matapédia",24041,"2011",751000,640000,111000,0,38,16,22,0
"Bloc Québécois",FALSE,"Mégantic—L'Érable",24042,"2011",441000,292000,149000,0,107,7,100,0
"Bloc Québécois",FALSE,"Montcalm",24043,"2011",1798999,1024999,774000,0,99,23,76,0
"Bloc Québécois",FALSE,"Abitibi—Baie-James—Nunavik—Eeyou",24046,"2011",1500000,1020000,389000,91000,113,18,45,50
"Bloc Québécois",FALSE,"Québec",24052,"2011",295500,160000,135500,0,42,4,38,0
"Bloc Québécois",FALSE,"Repentigny",24053,"2011",1165000,316000,848500,500,118,9,102,7
"Bloc Québécois",FALSE,"Bas-Richelieu—Nicolet—Bécancour",24054,"2011",4106150,2350500,1755650,0,447,56,391,0
"Bloc Québécois",FALSE,"Richmond—Arthabaska",24055,"2011",1410000,184500,1225500,0,128,5,123,0
"Bloc Québécois",FALSE,"Rimouski-Neigette—Témiscouata—Les Basques",24056,"2011",838500,298500,277500,262500,186,0,54,132
"Bloc Québécois",FALSE,"Rivière-des-Mille-Îles",24057,"2011",1471220,1178760,292460,0,238,22,216,0
"Bloc Québécois",FALSE,"Rivière-du-Nord",24059,"2011",570500,330000,240500,0,41,7,34,0
"Bloc Québécois",FALSE,"Roberval—Lac-Saint-Jean",24060,"2011",1295000,1092500,202500,0,46,22,24,0
"Bloc Québécois",FALSE,"Rosemont—La Petite-Patrie",24061,"2011",440000,155000,285000,0,54,54,0,0
"Bloc Québécois",FALSE,"Saint-Bruno—Saint-Hubert",24062,"2011",1091000,575000,516000,0,57,11,46,0
"Bloc Québécois",FALSE,"Saint-Hyacinthe—Bagot",24063,"2011",1607000,1285000,322000,0,71,34,37,0
"Bloc Québécois",FALSE,"Saint-Jean",24064,"2011",1129000,766000,363000,0,79,17,62,0
"Bloc Québécois",FALSE,"Saint-Lambert",24065,"2011",401000,194500,206500,0,36,5,31,0
"Bloc Québécois",FALSE,"Saint-Maurice—Champlain",24068,"2011",489500,240000,249500,0,35,6,29,0
"Bloc Québécois",FALSE,"Shefford",24069,"2011",1061500,882000,179500,0,70,22,48,0
"Bloc Québécois",FALSE,"Sherbrooke",24070,"2011",888000,320000,568000,0,73,7,66,0
"Bloc Québécois",FALSE,"Terrebonne—Blainville",24071,"2011",1561000,935000,626000,0,117,22,95,0
"Bloc Québécois",FALSE,"Trois-Rivières",24072,"2011",642500,149500,493000,0,69,4,65,0
"Bloc Québécois",FALSE,"Vaudreuil-Soulanges",24073,"2011",2229134,1792493,436639,0,81,28,53,0
"Bloc Québécois",FALSE,"Verchères—Les Patriotes",24074,"2011",405700,107500,298200,0,40,2,38,0
"Bloc Québécois",FALSE,"Ahuntsic",24002,"2012",90000,90000,0,0,2,2,0,0
"Bloc Québécois",FALSE,"Alfred-Pellan",24003,"2012",404000,240000,164000,0,30,6,24,0
"Bloc Québécois",FALSE,"Beauharnois—Salaberry",24006,"2012",98000,40000,58000,0,21,1,20,0
"Bloc Québécois",FALSE,"Brome—Missisquoi",24010,"2012",175000,120000,55000,0,10,3,7,0
"Bloc Québécois",FALSE,"Chambly—Borduas",24012,"2012",60000,60000,0,0,1,1,0,0
"Bloc Québécois",FALSE,"Chicoutimi—Le Fjord",24016,"2012",1338600,307500,1031100,0,97,8,89,0
"Bloc Québécois",FALSE,"Compton—Stanstead",24017,"2012",365250,246500,101500,17250,135,6,49,80
"Bloc Québécois",FALSE,"Gatineau",24020,"2012",1101100,829600,271500,0,47,16,31,0
"Bloc Québécois",FALSE,"Hochelaga",24021,"2012",162000,40000,122000,0,20,1,19,0
"Bloc Québécois",FALSE,"Joliette",24025,"2012",154400,80600,73800,0,37,2,35,0
"Bloc Québécois",FALSE,"Longueuil—Pierre-Boucher",24035,"2012",46000,40000,6000,0,3,1,2,0
"Bloc Québécois",FALSE,"Haute-Gaspésie—La Mitis—Matane—Matapédia",24041,"2012",1304900,943000,361900,0,82,23,59,0
"Bloc Québécois",FALSE,"Mégantic—L'Érable",24042,"2012",151500,80000,71500,0,12,2,10,0
"Bloc Québécois",FALSE,"Montcalm",24043,"2012",951500,424000,527500,0,65,12,53,0
"Bloc Québécois",FALSE,"Abitibi—Baie-James—Nunavik—Eeyou",24046,"2012",498000,305000,193000,0,23,7,16,0
"Bloc Québécois",FALSE,"Repentigny",24053,"2012",658000,211000,447000,0,68,6,62,0
"Bloc Québécois",FALSE,"Bas-Richelieu—Nicolet—Bécancour",24054,"2012",4192500,2691500,1501000,0,408,66,342,0
"Bloc Québécois",FALSE,"Richmond—Arthabaska",24055,"2012",1534100,423300,1110800,0,154,18,136,0
"Bloc Québécois",FALSE,"Rivière-du-Nord",24059,"2012",388300,79100,309200,0,37,2,35,0
"Bloc Québécois",FALSE,"Roberval—Lac-Saint-Jean",24060,"2012",481000,320000,161000,0,31,8,23,0
"Bloc Québécois",FALSE,"Rosemont—La Petite-Patrie",24061,"2012",105000,49500,55500,0,17,1,16,0
"Bloc Québécois",FALSE,"Saint-Hyacinthe—Bagot",24063,"2012",162500,150000,12500,0,6,4,2,0
"Bloc Québécois",FALSE,"Saint-Lambert",24065,"2012",97500,80000,17500,0,6,2,4,0
"Bloc Québécois",FALSE,"Shefford",24069,"2012",405500,360500,45000,0,25,9,16,0
"Bloc Québécois",FALSE,"Sherbrooke",24070,"2012",515850,66500,449350,0,39,2,37,0
"Bloc Québécois",FALSE,"Terrebonne—Blainville",24071,"2012",74000,67000,7000,0,4,2,2,0
"Bloc Québécois",FALSE,"Verchères—Les Patriotes",24074,"2012",76500,75000,1500,0,3,1,2,0
"Bloc Québécois",FALSE,"Alfred-Pellan",24003,"2013",357500,160000,197500,0,35,4,31,0
"Bloc Québécois",FALSE,"Brome—Missisquoi",24010,"2013",330750,2e+05,130750,0,56,6,50,0
"Bloc Québécois",FALSE,"Chicoutimi—Le Fjord",24016,"2013",1132000,335000,797000,0,85,9,76,0
"Bloc Québécois",FALSE,"Compton—Stanstead",24017,"2013",267500,200500,67000,0,20,5,15,0
"Bloc Québécois",FALSE,"Drummond",24018,"2013",40000,40000,0,0,1,1,0,0
"Bloc Québécois",FALSE,"Gatineau",24020,"2013",486000,370000,116000,0,17,5,12,0
